年级,单词,释义,英文句子,中文翻译
6,veil,面纱,She drew a veil over her face.,她用面纱遮住了脸。
5,vein,静脉,The doctor found a vein in her arm for the injection.,医生在她的胳膊上找到了注射用的静脉。
6,velocity,速度,The car increased its velocity as it went down the hill.,那辆车下山时速度加快了。
6,venture,冒险,They decided to venture into the unknown forest together.,他们决定一起冒险进入那片未知的森林。
5,verb,动词,She likes to verb in the park every morning.,她喜欢每天早上在公园里做动词。
6,verdict,判决,The jury reached a final verdict after hours of discussion.,陪审团经过数小时的讨论后作出了最终裁决。
6,verge,边缘,She stood on the verge of tears.,她快要哭了。
5,verify,验证,Please verify the information before submitting the report.,提交报告前请核实信息。
5,verse,诗节,She reads a verse from the poem every morning.,她每天早上读这首诗里的一节。
5,version,版本,I need to check the latest version of this software.,我需要检查这个软件的最新版本。
6,vessel,容器,The large vessel sailed across the ocean.,这艘大船驶过海洋。
5,vest,背心,He wears a blue vest today.,他今天穿了一件蓝色背心。
6,veteran,老兵,The veteran shared stories of his time in the army.,这位老兵分享了他在军队里的经历。
6,veto,否决,The president decided to veto the new bill.,总统决定否决新法案。
6,vibrate,振动,The phone will vibrate when you receive a message.,当你收到消息时，手机会震动。
6,vibration,震动,The machine's constant vibration made my hands numb.,这台机器持续的振动让我的手发麻。
5,victory,胜利,We celebrated our victory together happily.,我们一起愉快地庆祝了胜利。
4,video,视频,I watched a funny video yesterday.,我昨天看了一个有趣的视频。
4,view,看法,I want to view the beautiful sunset.,我想观赏美丽的日落。
6,viewer,观众,The viewer watched the movie quietly.,观众安静地看了电影。
6,viewpoint,观点,She shared her unique viewpoint on the issue.,她就这个问题发表了独特的见解。
6,vigor,活力,She completed the race with great vigor.,她精力充沛地完成了比赛。
3,village,村庄,I live in a small village.,我住在一个小村庄里。
5,villain,反派,The villain tried to steal the treasure from the castle.,那个反派试图从城堡里偷走宝藏。
6,violate,违反,You should not violate the rules of the game.,你不应该违反游戏规则。
6,violation,违反,His late arrival to the meeting was a clear violation of the company's policy.,他开会迟到明显违反了公司的规定。
5,violence,暴力,Violence is never a solution to problems.,暴力绝不是解决问题的办法。
5,virtue,美德,Kindness is a virtue that everyone should cultivate.,善良是每个人都应该培养的美德。
6,virus,病毒,A virus can make people sick.,病毒会使人生病。
5,visa,签证,I need a visa to travel to another country.,我去另一个国家旅行需要签证。
6,vision,视觉,Her vision of the future inspires everyone around her.,她对未来的愿景激励着身边的每一个人。
4,visit,访问,I want to visit my grandparents next weekend.,我想下个周末去看望我的祖父母
5,vocabulary,词汇,I need to improve my vocabulary by reading more books.,我需要通过多读书来提高我的词汇量。
6,vocation,职业,She is planning her vocation to the mountains next month.,"她计划下个月去山区度假。

（说明：原英文句子中""vocation""应为拼写错误，结合语境""to the mountains""（去山区）及""planning""（计划）推断，正确单词应为""vacation""（假期/度假），此处按合理语义修正后翻译为""度假""。）"
5,voice,声音,Her voice sounds very sweet.,她的声音听起来很甜。
6,volcano,火山,A volcano can erupt and release lava.,火山可以喷发并释放熔岩。
5,volleyball,排球,We often play volleyball after school.,我们经常放学后打排球。
6,volt,伏特,A volt is a unit used to measure electric potential difference.,伏特是用于测量电势差的单位。
6,voltage,电压,The voltage of the battery is 1.5 volts.,电池的电压是1.5伏特。
5,volume,体积,The volume of the music is too loud.,音乐的音量太大了。
5,vote,投票,We will vote for the new class monitor tomorrow.,我们明天将投票选举新班长。
6,voter,选民,The voter cast their ballot in the local election.,选民在地方选举中投了票。
6,vow,发誓,I vow to always tell the truth.,我发誓永远说真话。
4,vowel,元音,A vowel is a speech sound made with the vocal tract open.,元音是由声道开放发出的语音。
6,voyage,航行,They planned a long voyage across the ocean.,他们计划了一次横跨大洋的长途航行。
5,wage,工资,He earns a fair wage for his hard work.,他因辛勤工作获得了合理的工资。
3,wait,等待,Please wait for a moment.,请稍等片刻。
4,wake,醒来,I wake up early every morning.,我每天早上都起得很早。
5,waken,唤醒,I need to waken early tomorrow for work.,我明天需要早起上班。
5,wallet,钱包,I put my money in the wallet.,我把钱放在钱包里。
6,wallpaper,墙纸,I changed the wallpaper in my room yesterday.,我昨天换了房间的墙纸。
5,walnut,核桃,I like to eat walnut.,我喜欢吃核桃。
5,wander,漫步,I like to wander in the park on weekends.,我喜欢在周末去公园散步。
3,want,想要,I want to go to the park.,我想去公园。
5,war,战争,They hope to end the war soon.,他们希望尽快结束战争。
6,ward,病房,She works as a nurse in the children's ward.,她在儿科病房当护士。
6,wardrobe,衣柜,I put my clothes in the wardrobe.,我把我的衣服放进了衣柜。
5,warehouse,仓库,We store the goods in the warehouse.,我们把货物存放在仓库里。
6,ware,制品,We need to store these items in the warehouse.,我们需要把这些物品存放在仓库里。
5,warmth,温暖,The sun brings warmth to the cold day.,太阳给寒冷的日子带来了温暖。
5,warn,警告,I must warn you about the danger ahead.,我必须警告你前方有危险。
6,warrant,授权,The police need a warrant to search the house.,警察需要搜查令才能搜查这所房子。
5,waste,浪费,We should not waste food.,我们不应该浪费食物
5,waterfall,瀑布,We visited a beautiful waterfall yesterday.,我们昨天参观了一个美丽的瀑布。
6,waterproof,防水,This jacket is waterproof.,这件夹克是防水的。
5,watt,瓦特,A watt is a unit of power.,瓦特是功率单位。
3,wave,波浪,She likes to wave at her friends.,她喜欢向她的朋友们挥手。
3,way,方式,This is a good way to solve the problem.,这是解决这个问题的好方法。
1,we,我们,We go to school every day.,我们每天去上学。
5,weakness,弱点,Everyone has at least one weakness.,每个人至少有一个缺点。
5,wealth,财富,Wealth can bring both opportunities and challenges in life.,财富在生活中既能带来机遇也能带来挑战。
5,weapon,武器,He found a weapon hidden in the box.,他发现盒子里藏着一件武器。
4,weather,天气,The weather is nice today.,今天天气很好。
5,weave,编织,She can weave beautiful baskets from reeds.,她能用芦苇编织漂亮的篮子。
5,website,网站,I visit the website every day.,我每天访问这个网站
5,wedding,婚礼,We are preparing for the wedding next month.,我们正在为下个月的婚礼做准备。
5,weed,杂草,I need to pull the weed from the garden.,我需要从花园里拔杂草。
3,week,星期,I go to the park every week.,我每周都去公园。
5,weekend,周末,I like to go hiking on the weekend.,我喜欢在周末去徒步旅行。
5,weep,哭泣,She began to weep when she heard the sad news.,她听到这个不幸的消息时开始哭了起来。
5,weigh,称重,I need to weigh the apples before buying them.,我需要在买苹果之前称一下它们的重量。
5,weight,重量,My weight is 60 kilograms.,我的体重是60公斤。
3,welcome,欢迎,Welcome to our party.,欢迎来到我们的派对。
6,weld,焊接,He will weld the metal pieces together tomorrow.,他明天将把这些金属片焊接在一起。
6,welfare,福利,The government provides welfare to help those in need.,政府提供福利以帮助有需要的人
5,westward,向西,We decided to travel westward to explore new lands.,我们决定向西旅行去探索新的土地。
3,wet,湿的,The ground is wet after the rain.,雨后地面是湿的。
1,what,什么,What is your name?,你叫什么名字
5,wheat,小麦,Farmers grow wheat in the field.,农民在田里种小麦。
3,wheel,轮子,The wheel helps the car move forward.,轮子帮助汽车前进。
3,where,哪里,Where is the park?,公园在哪里？
6,whereas,然而,"She loves coffee, whereas he prefers tea.",她喜欢咖啡，而他更喜欢茶。
5,whether,是否,I wonder whether she will come to the party.,我想知道她是否会来参加派对。
2,which,哪个,Which book do you want to read?,你想读哪本书？
5,whip,鞭子,She used a whip to guide the horse.,她用鞭子驾驭马。
6,whirl,旋转,Leaves whirl in the wind on a sunny day.,晴天里，树叶在风中旋转。
6,whisker,胡须,The cat's whisker twitched as it spotted a mouse.,猫的胡须抽动了一下，因为它发现了一只老鼠。
